MatchID,Map,AverageRank,EconRating,FirstBloods,SpikePlants,Kills,Deaths,KD_Ratio,TeamWin
VAL-04651,Pearl,Gold,49,16,1,52,50,1.04,0
VAL-04652,Icebox,Platinum,67,10,3,66,40,1.65,0
VAL-04653,Split,Diamond,41,14,6,62,60,1.03,0
VAL-04654,Icebox,Gold,47,14,8,66,56,1.18,1
VAL-04655,Lotus,Diamond,49,14,7,46,54,0.85,0
VAL-04656,Haven,Ascendant,58,18,9,59,45,1.31,0
VAL-04657,Pearl,Gold,39,11,6,54,54,1.0,0
VAL-04658,Breeze,Gold,45,12,3,63,59,1.07,0
VAL-04659,Ascent,Ascendant,52,8,9,67,58,1.16,1
VAL-04660,Pearl,Silver,39,15,2,42,69,0.61,0
VAL-04661,Pearl,Silver,34,13,4,64,51,1.25,0
VAL-04662,Ascent,Ascendant,55,17,3,75,60,1.25,1
VAL-04663,Sunset,Diamond,39,13,8,75,71,1.06,1
VAL-04664,Breeze,Ascendant,70,19,7,76,70,1.09,1
VAL-04665,Bind,Silver,70,11,4,68,69,0.99,0
VAL-04666,Icebox,Silver,48,13,5,73,58,1.26,1
VAL-04667,Split,Silver,62,12,6,56,59,0.95,0
VAL-04668,Pearl,Platinum,56,9,9,60,57,1.05,1
VAL-04669,Lotus,Platinum,68,4,7,45,67,0.67,0
VAL-04670,Ascent,Gold,50,13,8,55,50,1.1,1
VAL-04671,Icebox,Silver,61,6,8,69,67,1.03,0
VAL-04672,Haven,Platinum,59,14,7,65,50,1.3,1
VAL-04673,Ascent,Platinum,58,17,8,34,66,0.52,0
VAL-04674,Haven,Silver,48,12,7,61,66,0.92,1
VAL-04675,Breeze,Ascendant,69,14,11,55,69,0.8,1
VAL-04676,Pearl,Silver,50,14,9,57,66,0.86,0
VAL-04677,Lotus,Platinum,50,16,13,75,64,1.17,1
VAL-04678,Split,Diamond,46,12,11,49,82,0.6,0
VAL-04679,Haven,Platinum,47,7,6,51,47,1.09,0
VAL-04680,Icebox,Silver,52,5,6,78,74,1.05,0
VAL-04681,Sunset,Gold,60,11,2,58,78,0.74,0
VAL-04682,Breeze,Diamond,64,5,4,70,56,1.25,0
VAL-04683,Sunset,Gold,57,12,10,62,70,0.89,1
VAL-04684,Breeze,Platinum,72,13,10,61,77,0.79,0
VAL-04685,Bind,Immortal,56,10,1,51,59,0.86,1
VAL-04686,Icebox,Immortal,33,15,11,71,59,1.2,1
VAL-04687,Sunset,Gold,41,13,11,68,52,1.31,1
VAL-04688,Lotus,Diamond,63,9,10,56,83,0.67,0
VAL-04689,Pearl,Immortal,51,10,9,60,73,0.82,0
VAL-04690,Ascent,Gold,50,17,9,66,51,1.29,1
VAL-04691,Split,Gold,43,5,6,52,68,0.76,0
VAL-04692,Pearl,Silver,50,11,5,43,58,0.74,0
VAL-04693,Pearl,Silver,50,13,10,61,45,1.36,1
VAL-04694,Breeze,Diamond,61,10,6,52,89,0.58,0
VAL-04695,Lotus,Platinum,52,9,0,69,51,1.35,0
VAL-04696,Breeze,Diamond,70,16,9,57,56,1.02,0
VAL-04697,Haven,Diamond,47,20,4,47,58,0.81,0
VAL-04698,Split,Platinum,57,11,7,62,55,1.13,0
VAL-04699,Haven,Platinum,35,12,12,48,59,0.81,1
VAL-04700,Ascent,Silver,63,14,13,65,71,0.92,1
VAL-04701,Icebox,Diamond,38,8,9,39,57,0.68,1
VAL-04702,Ascent,Gold,62,12,11,60,66,0.91,1
VAL-04703,Ascent,Platinum,33,18,9,64,62,1.03,1
VAL-04704,Bind,Silver,43,22,9,48,48,1.0,1
VAL-04705,Split,Ascendant,65,7,10,73,65,1.12,1
VAL-04706,Breeze,Ascendant,74,8,4,45,59,0.76,0
VAL-04707,Lotus,Gold,22,10,3,63,42,1.5,0
VAL-04708,Haven,Platinum,42,11,10,44,48,0.92,0
VAL-04709,Ascent,Platinum,77,16,8,49,68,0.72,1
VAL-04710,Haven,Gold,57,12,7,63,85,0.74,0
VAL-04711,Haven,Silver,43,16,6,65,62,1.05,0
VAL-04712,Icebox,Platinum,73,13,6,62,29,2.14,1
VAL-04713,Split,Silver,62,12,11,67,64,1.05,1
VAL-04714,Split,Gold,56,14,4,47,44,1.07,1
VAL-04715,Sunset,Gold,32,3,7,45,56,0.8,0
VAL-04716,Pearl,Gold,80,11,5,66,79,0.84,0
VAL-04717,Split,Silver,58,11,2,43,53,0.81,0
VAL-04718,Haven,Gold,51,6,7,48,65,0.74,0
VAL-04719,Breeze,Gold,73,17,9,59,60,0.98,1
VAL-04720,Haven,Gold,44,11,4,63,63,1.0,0
VAL-04721,Breeze,Platinum,42,13,5,63,43,1.47,1
VAL-04722,Sunset,Ascendant,43,15,3,47,63,0.75,0
VAL-04723,Breeze,Silver,50,9,7,60,72,0.83,0
VAL-04724,Split,Diamond,55,13,6,49,47,1.04,1
VAL-04725,Icebox,Gold,63,5,1,64,73,0.88,0
VAL-04726,Breeze,Platinum,40,14,6,62,51,1.22,1
VAL-04727,Haven,Gold,59,10,10,69,70,0.99,1
VAL-04728,Lotus,Platinum,48,11,10,58,52,1.12,0
VAL-04729,Split,Platinum,54,16,11,55,49,1.12,1
VAL-04730,Lotus,Gold,70,19,4,77,67,1.15,1
VAL-04731,Haven,Gold,61,9,3,42,64,0.66,0
VAL-04732,Pearl,Diamond,62,9,5,79,45,1.76,1
VAL-04733,Sunset,Silver,48,15,10,58,70,0.83,0
VAL-04734,Split,Silver,78,15,10,46,47,0.98,1
VAL-04735,Lotus,Silver,63,7,7,54,56,0.96,0
VAL-04736,Haven,Silver,50,12,10,68,62,1.1,1
VAL-04737,Pearl,Gold,69,12,9,68,52,1.31,1
VAL-04738,Haven,Gold,62,12,6,81,69,1.17,1
VAL-04739,Pearl,Gold,40,15,6,62,66,0.94,1
VAL-04740,Breeze,Silver,57,18,3,63,60,1.05,1
VAL-04741,Bind,Platinum,43,11,7,69,37,1.86,1
VAL-04742,Haven,Diamond,31,19,5,40,72,0.56,0
VAL-04743,Breeze,Immortal,50,12,4,59,61,0.97,0
VAL-04744,Split,Ascendant,69,19,5,62,55,1.13,1
VAL-04745,Breeze,Ascendant,73,14,11,45,61,0.74,1
VAL-04746,Ascent,Diamond,49,16,6,59,70,0.84,0
VAL-04747,Ascent,Platinum,52,16,12,54,63,0.86,1
VAL-04748,Haven,Silver,72,9,7,59,63,0.94,0
VAL-04749,Lotus,Platinum,63,13,6,77,44,1.75,1
VAL-04750,Lotus,Silver,61,8,9,81,43,1.88,1
VAL-04751,Split,Diamond,57,12,0,59,58,1.02,0
VAL-04752,Breeze,Gold,64,7,13,65,66,0.98,1
VAL-04753,Lotus,Platinum,55,11,10,71,71,1.0,1
VAL-04754,Pearl,Silver,73,12,8,64,75,0.85,1
VAL-04755,Pearl,Gold,54,9,9,45,82,0.55,0
VAL-04756,Split,Gold,53,12,7,60,58,1.03,1
VAL-04757,Sunset,Gold,30,15,5,54,64,0.84,0
VAL-04758,Breeze,Gold,68,8,7,68,62,1.1,1
VAL-04759,Haven,Silver,43,16,6,54,55,0.98,0
VAL-04760,Icebox,Gold,27,16,4,61,72,0.85,0
VAL-04761,Icebox,Gold,53,8,6,63,69,0.91,0
VAL-04762,Icebox,Diamond,51,2,8,51,59,0.86,0
VAL-04763,Lotus,Gold,60,16,8,49,51,0.96,1
VAL-04764,Sunset,Gold,63,11,11,48,48,1.0,1
VAL-04765,Sunset,Immortal,45,12,6,77,53,1.45,1
VAL-04766,Breeze,Platinum,88,20,5,66,63,1.05,0
VAL-04767,Breeze,Gold,53,14,3,60,54,1.11,0
VAL-04768,Sunset,Gold,35,14,8,69,62,1.11,1
VAL-04769,Split,Diamond,74,12,11,72,57,1.26,1
VAL-04770,Breeze,Gold,64,11,6,60,58,1.03,0
VAL-04771,Split,Gold,60,12,5,64,64,1.0,0
VAL-04772,Ascent,Diamond,50,11,10,53,58,0.91,0
VAL-04773,Pearl,Silver,56,5,4,77,49,1.57,1
VAL-04774,Breeze,Diamond,29,8,12,60,55,1.09,0
VAL-04775,Sunset,Gold,52,12,7,72,67,1.07,0
VAL-04776,Pearl,Platinum,84,20,8,72,63,1.14,1
VAL-04777,Pearl,Diamond,44,6,7,62,61,1.02,0
VAL-04778,Bind,Gold,57,10,0,71,58,1.22,0
VAL-04779,Sunset,Diamond,35,10,7,47,51,0.92,0
VAL-04780,Sunset,Ascendant,49,15,6,56,46,1.22,0
VAL-04781,Breeze,Gold,40,12,8,69,63,1.1,1
VAL-04782,Haven,Ascendant,60,9,10,56,58,0.97,1
VAL-04783,Ascent,Silver,58,17,8,72,62,1.16,1
VAL-04784,Split,Diamond,39,8,5,64,69,0.93,0
VAL-04785,Haven,Gold,56,10,12,82,49,1.67,1
VAL-04786,Ascent,Gold,56,8,7,59,29,2.03,1
VAL-04787,Haven,Silver,57,16,11,60,66,0.91,1
VAL-04788,Split,Gold,65,12,10,63,73,0.86,1
VAL-04789,Lotus,Silver,74,9,4,68,58,1.17,0
VAL-04790,Sunset,Ascendant,48,14,10,47,59,0.8,1
VAL-04791,Haven,Diamond,51,18,10,60,56,1.07,1
VAL-04792,Breeze,Silver,53,3,7,62,66,0.94,0
VAL-04793,Icebox,Silver,39,14,6,57,47,1.21,1
VAL-04794,Breeze,Diamond,43,19,9,62,73,0.85,1
VAL-04795,Split,Gold,62,18,10,53,61,0.87,1
VAL-04796,Breeze,Silver,78,11,6,44,58,0.76,1
VAL-04797,Pearl,Gold,43,12,9,57,54,1.06,1
VAL-04798,Sunset,Gold,83,13,6,42,69,0.61,0
VAL-04799,Pearl,Silver,48,11,5,60,58,1.03,0
VAL-04800,Breeze,Platinum,70,16,8,48,75,0.64,0
VAL-04801,Ascent,Platinum,60,6,9,69,68,1.01,0
VAL-04802,Bind,Silver,57,14,9,54,73,0.74,0
VAL-04803,Ascent,Ascendant,50,12,7,73,58,1.26,1
VAL-04804,Sunset,Platinum,55,16,4,55,65,0.85,0
VAL-04805,Sunset,Gold,46,16,6,67,62,1.08,1
VAL-04806,Pearl,Silver,66,12,8,62,57,1.09,1
VAL-04807,Bind,Silver,68,10,13,69,50,1.38,1
VAL-04808,Breeze,Gold,47,16,4,61,82,0.74,0
VAL-04809,Split,Silver,35,7,7,73,55,1.33,0
VAL-04810,Ascent,Gold,51,8,7,61,67,0.91,0
VAL-04811,Ascent,Silver,79,12,0,66,71,0.93,0
VAL-04812,Icebox,Platinum,58,10,5,51,53,0.96,0
VAL-04813,Bind,Diamond,69,11,3,68,47,1.45,1
VAL-04814,Split,Gold,44,11,6,78,64,1.22,1
VAL-04815,Ascent,Platinum,49,12,12,61,56,1.09,1
VAL-04816,Split,Ascendant,51,18,9,52,52,1.0,1
VAL-04817,Breeze,Platinum,41,7,8,49,55,0.89,0
VAL-04818,Split,Gold,57,10,13,46,64,0.72,0
VAL-04819,Ascent,Gold,45,15,11,47,45,1.04,1
VAL-04820,Pearl,Diamond,66,12,5,53,58,0.91,1
VAL-04821,Bind,Silver,56,8,2,45,48,0.94,0
VAL-04822,Sunset,Gold,73,12,0,63,74,0.85,0
VAL-04823,Haven,Platinum,35,6,4,52,59,0.88,0
VAL-04824,Lotus,Platinum,49,16,5,67,72,0.93,0
VAL-04825,Lotus,Diamond,50,12,12,71,70,1.01,1
VAL-04826,Haven,Gold,61,21,11,64,61,1.05,0
VAL-04827,Split,Silver,50,8,10,68,67,1.01,0
VAL-04828,Bind,Ascendant,76,9,5,54,66,0.82,0
VAL-04829,Split,Silver,53,13,6,44,70,0.63,0
VAL-04830,Sunset,Silver,44,17,6,43,59,0.73,0
VAL-04831,Bind,Gold,53,10,13,56,63,0.89,1
VAL-04832,Haven,Diamond,51,9,5,60,50,1.2,0
VAL-04833,Split,Diamond,66,12,5,59,52,1.13,1
VAL-04834,Icebox,Ascendant,50,9,9,62,66,0.94,0
VAL-04835,Ascent,Silver,37,14,4,69,65,1.06,0
VAL-04836,Pearl,Gold,57,12,9,76,51,1.49,1
VAL-04837,Pearl,Gold,47,15,8,66,60,1.1,1
VAL-04838,Sunset,Diamond,41,16,5,63,47,1.34,0
VAL-04839,Split,Gold,55,13,6,56,46,1.22,0
VAL-04840,Breeze,Silver,53,17,4,45,62,0.73,0
VAL-04841,Bind,Platinum,52,11,10,54,53,1.02,1
VAL-04842,Split,Gold,58,6,7,58,63,0.92,0
VAL-04843,Bind,Gold,48,8,6,41,56,0.73,0
VAL-04844,Icebox,Diamond,56,12,9,54,53,1.02,1
VAL-04845,Pearl,Gold,48,14,9,72,72,1.0,1
VAL-04846,Ascent,Silver,65,14,8,59,67,0.88,1
VAL-04847,Pearl,Gold,55,9,10,64,54,1.19,1
VAL-04848,Breeze,Gold,76,15,7,73,73,1.0,1
VAL-04849,Breeze,Silver,49,3,4,61,50,1.22,0
VAL-04850,Lotus,Platinum,59,10,7,61,50,1.22,1
VAL-04851,Lotus,Silver,69,14,7,65,50,1.3,1
VAL-04852,Breeze,Ascendant,61,16,11,88,54,1.63,1
VAL-04853,Haven,Silver,57,15,6,60,51,1.18,1
VAL-04854,Icebox,Gold,59,16,12,59,58,1.02,1
VAL-04855,Bind,Gold,61,13,3,66,51,1.29,1
VAL-04856,Icebox,Diamond,59,12,6,67,55,1.22,1
VAL-04857,Sunset,Gold,55,4,6,59,59,1.0,0
VAL-04858,Ascent,Diamond,64,11,6,60,68,0.88,0
VAL-04859,Icebox,Diamond,54,7,10,59,63,0.94,0
VAL-04860,Breeze,Ascendant,43,14,6,68,72,0.94,1
VAL-04861,Pearl,Diamond,80,7,10,41,59,0.69,0
VAL-04862,Sunset,Silver,66,11,7,74,58,1.28,1
VAL-04863,Breeze,Diamond,44,7,7,62,75,0.83,0
VAL-04864,Icebox,Ascendant,52,12,3,38,68,0.56,0
VAL-04865,Pearl,Immortal,48,11,11,38,70,0.54,0
VAL-04866,Ascent,Silver,49,5,12,59,81,0.73,0
VAL-04867,Icebox,Platinum,65,13,3,40,51,0.78,0
VAL-04868,Bind,Silver,51,11,12,75,43,1.74,1
VAL-04869,Split,Gold,78,12,3,82,63,1.3,1
VAL-04870,Pearl,Platinum,34,10,6,46,61,0.75,0
VAL-04871,Icebox,Ascendant,55,9,7,50,51,0.98,0
VAL-04872,Breeze,Platinum,39,15,6,54,63,0.86,0
VAL-04873,Bind,Diamond,59,16,10,60,58,1.03,1
VAL-04874,Haven,Silver,60,16,9,62,63,0.98,1
VAL-04875,Pearl,Silver,66,7,2,50,67,0.75,0
VAL-04876,Bind,Platinum,40,18,11,73,68,1.07,1
VAL-04877,Breeze,Gold,60,14,12,67,67,1.0,1
VAL-04878,Icebox,Diamond,45,17,9,72,34,2.12,0
VAL-04879,Ascent,Gold,56,17,6,60,67,0.9,1
VAL-04880,Split,Gold,50,13,8,74,50,1.48,1
VAL-04881,Bind,Gold,40,9,6,59,59,1.0,0
VAL-04882,Split,Gold,64,9,10,46,63,0.73,0
VAL-04883,Ascent,Ascendant,52,9,2,71,70,1.01,1
VAL-04884,Bind,Gold,65,11,8,49,57,0.86,1
VAL-04885,Lotus,Gold,66,8,10,56,61,0.92,1
VAL-04886,Breeze,Diamond,71,5,6,51,57,0.89,0
VAL-04887,Bind,Gold,49,5,9,74,60,1.23,1
VAL-04888,Breeze,Diamond,44,12,2,55,58,0.95,0
VAL-04889,Sunset,Silver,69,11,4,63,67,0.94,1
VAL-04890,Pearl,Silver,56,14,8,71,74,0.96,1
VAL-04891,Sunset,Ascendant,71,11,8,53,45,1.18,1
VAL-04892,Icebox,Diamond,41,17,5,64,71,0.9,0
VAL-04893,Pearl,Gold,63,10,8,57,70,0.81,0
VAL-04894,Pearl,Platinum,56,13,7,62,64,0.97,1
VAL-04895,Haven,Ascendant,55,14,1,60,91,0.66,0
VAL-04896,Pearl,Silver,51,12,6,70,57,1.23,1
VAL-04897,Ascent,Silver,42,16,9,59,54,1.09,1
VAL-04898,Sunset,Gold,63,14,11,60,84,0.71,0
VAL-04899,Breeze,Silver,50,15,6,78,42,1.86,1
VAL-04900,Icebox,Silver,58,9,8,46,44,1.05,1
VAL-04901,Pearl,Diamond,78,11,8,67,68,0.99,1
VAL-04902,Icebox,Silver,49,3,9,79,63,1.25,1
VAL-04903,Icebox,Diamond,51,12,5,59,47,1.26,1
VAL-04904,Pearl,Gold,53,7,7,47,68,0.69,0
VAL-04905,Pearl,Platinum,50,21,9,54,57,0.95,1
VAL-04906,Haven,Platinum,51,13,8,57,41,1.39,1
VAL-04907,Haven,Gold,63,10,9,75,67,1.12,1
VAL-04908,Haven,Silver,71,15,9,45,70,0.64,0
VAL-04909,Breeze,Silver,57,6,7,64,47,1.36,1
VAL-04910,Breeze,Diamond,64,10,8,45,45,1.0,1
VAL-04911,Haven,Silver,53,11,5,55,34,1.62,1
VAL-04912,Haven,Silver,53,15,10,72,59,1.22,1
VAL-04913,Lotus,Ascendant,50,8,4,66,55,1.2,0
VAL-04914,Lotus,Immortal,46,9,9,64,54,1.19,1
VAL-04915,Pearl,Gold,70,12,7,70,70,1.0,1
VAL-04916,Split,Silver,49,15,5,60,55,1.09,1
VAL-04917,Split,Platinum,62,13,5,62,47,1.32,1
VAL-04918,Haven,Diamond,45,8,8,59,59,1.0,0
VAL-04919,Icebox,Silver,56,12,6,64,63,1.02,0
VAL-04920,Haven,Silver,55,9,6,64,49,1.31,1
VAL-04921,Lotus,Diamond,45,8,8,76,48,1.58,1
VAL-04922,Pearl,Ascendant,51,14,2,45,70,0.64,0
VAL-04923,Haven,Diamond,42,14,7,59,44,1.34,1
VAL-04924,Sunset,Silver,55,12,6,58,50,1.16,1
VAL-04925,Icebox,Gold,34,14,3,73,51,1.43,1
VAL-04926,Sunset,Platinum,54,15,6,51,59,0.86,0
VAL-04927,Pearl,Silver,63,2,3,57,66,0.86,0
VAL-04928,Pearl,Silver,55,14,11,60,63,0.95,0
VAL-04929,Breeze,Gold,47,18,9,65,60,1.08,1
VAL-04930,Bind,Gold,47,11,9,58,80,0.72,0
VAL-04931,Sunset,Gold,69,18,9,54,57,0.95,1
VAL-04932,Breeze,Diamond,57,13,1,53,44,1.2,0
VAL-04933,Lotus,Diamond,65,12,3,49,65,0.75,0
VAL-04934,Ascent,Ascendant,66,13,10,51,59,0.86,1
VAL-04935,Icebox,Diamond,50,6,13,56,59,0.95,0
VAL-04936,Ascent,Gold,43,19,8,53,56,0.95,1
VAL-04937,Lotus,Gold,63,10,11,80,63,1.27,1
VAL-04938,Lotus,Gold,45,7,5,64,74,0.86,0
VAL-04939,Ascent,Silver,48,10,5,50,75,0.67,0
VAL-04940,Sunset,Ascendant,56,12,9,64,81,0.79,0
VAL-04941,Bind,Silver,52,17,5,44,67,0.66,0
VAL-04942,Sunset,Gold,27,12,2,73,75,0.97,0
VAL-04943,Ascent,Platinum,40,11,9,55,66,0.83,0
VAL-04944,Sunset,Gold,67,11,5,71,56,1.27,1
VAL-04945,Split,Platinum,54,7,1,61,79,0.77,0
VAL-04946,Sunset,Gold,64,10,10,63,55,1.15,0
VAL-04947,Pearl,Silver,45,10,9,61,57,1.07,1
VAL-04948,Breeze,Silver,42,13,9,32,66,0.48,0
VAL-04949,Icebox,Ascendant,64,5,9,65,61,1.07,0
VAL-04950,Sunset,Gold,71,10,10,50,49,1.02,1
VAL-04951,Bind,Gold,45,17,9,60,73,0.82,0
VAL-04952,Bind,Gold,67,14,3,66,55,1.2,1
VAL-04953,Sunset,Silver,43,16,4,74,72,1.03,0
VAL-04954,Haven,Gold,35,10,10,71,61,1.16,1
VAL-04955,Lotus,Platinum,62,19,9,49,60,0.82,1
VAL-04956,Sunset,Diamond,44,15,7,47,55,0.85,0
VAL-04957,Lotus,Platinum,40,12,2,61,66,0.92,0
VAL-04958,Split,Silver,41,15,4,66,55,1.2,1
VAL-04959,Ascent,Gold,51,7,6,67,92,0.73,0
VAL-04960,Split,Silver,35,7,5,69,70,0.99,0
VAL-04961,Sunset,Silver,62,15,4,55,71,0.77,0
VAL-04962,Bind,Gold,61,17,8,61,48,1.27,1
VAL-04963,Haven,Gold,61,8,11,48,69,0.7,0
VAL-04964,Lotus,Platinum,69,15,9,73,64,1.14,1
VAL-04965,Breeze,Platinum,67,14,6,72,54,1.33,0
VAL-04966,Lotus,Diamond,44,9,7,59,81,0.73,0
VAL-04967,Pearl,Diamond,63,8,9,53,48,1.1,1
VAL-04968,Icebox,Silver,68,9,5,49,52,0.94,0
VAL-04969,Sunset,Gold,65,10,8,62,60,1.03,1
VAL-04970,Split,Gold,66,10,6,49,75,0.65,0
VAL-04971,Breeze,Gold,53,6,6,67,55,1.22,0
VAL-04972,Bind,Silver,47,10,2,61,49,1.24,1
VAL-04973,Bind,Silver,52,13,7,57,54,1.06,1
VAL-04974,Bind,Gold,47,15,8,68,54,1.26,1
VAL-04975,Pearl,Platinum,67,10,10,42,62,0.68,0
VAL-04976,Bind,Platinum,57,18,2,64,54,1.19,1
VAL-04977,Bind,Gold,65,12,10,60,54,1.11,1
VAL-04978,Sunset,Gold,38,22,9,58,58,1.0,1
VAL-04979,Pearl,Gold,50,9,11,67,47,1.43,1
VAL-04980,Haven,Platinum,43,13,6,73,70,1.04,0
VAL-04981,Haven,Silver,35,12,7,62,58,1.07,0
VAL-04982,Pearl,Platinum,59,9,4,65,53,1.23,0
VAL-04983,Icebox,Platinum,42,15,7,56,63,0.89,0
VAL-04984,Breeze,Silver,51,15,6,53,64,0.83,0
VAL-04985,Lotus,Silver,43,11,7,63,57,1.11,0
VAL-04986,Sunset,Silver,50,13,7,57,54,1.06,1
VAL-04987,Ascent,Gold,62,13,9,56,63,0.89,1
VAL-04988,Haven,Diamond,44,11,6,75,43,1.74,1
VAL-04989,Pearl,Gold,50,9,11,73,61,1.2,1
VAL-04990,Breeze,Gold,61,12,0,48,58,0.83,0
VAL-04991,Pearl,Ascendant,63,11,11,70,68,1.03,1
VAL-04992,Lotus,Silver,50,8,3,67,64,1.05,0
VAL-04993,Breeze,Silver,59,15,9,62,66,0.94,1
VAL-04994,Haven,Gold,65,12,9,71,47,1.51,1
VAL-04995,Bind,Platinum,42,11,4,76,77,0.99,0
VAL-04996,Pearl,Platinum,46,6,11,68,64,1.06,0
VAL-04997,Ascent,Gold,51,13,3,56,45,1.24,1
VAL-04998,Haven,Ascendant,60,6,3,56,47,1.19,1
VAL-04999,Split,Platinum,57,13,6,55,60,0.92,0
VAL-05000,Ascent,Silver,56,15,6,64,55,1.16,1
VAL-05001,Icebox,Platinum,43,19,5,72,75,0.96,0
VAL-05002,Haven,Silver,65,12,7,48,66,0.73,0
VAL-05003,Bind,Platinum,49,19,8,69,58,1.19,1
VAL-05004,Haven,Silver,52,15,7,74,52,1.42,0
VAL-05005,Lotus,Platinum,57,14,4,44,52,0.85,0
VAL-05006,Breeze,Gold,79,16,4,56,53,1.06,1
VAL-05007,Pearl,Diamond,47,17,13,48,53,0.91,1
VAL-05008,Breeze,Gold,47,15,4,64,47,1.36,1
VAL-05009,Breeze,Platinum,51,11,4,52,55,0.95,0
VAL-05010,Haven,Gold,69,10,2,50,76,0.66,0
VAL-05011,Lotus,Ascendant,57,7,10,73,58,1.26,1
VAL-05012,Pearl,Diamond,60,13,10,51,55,0.93,1
VAL-05013,Pearl,Silver,65,17,8,63,58,1.09,1
VAL-05014,Breeze,Ascendant,69,8,11,60,57,1.05,1
VAL-05015,Icebox,Gold,47,8,5,55,63,0.87,0
VAL-05016,Lotus,Platinum,61,19,4,59,69,0.86,0
VAL-05017,Icebox,Platinum,69,11,8,58,53,1.09,1
VAL-05018,Sunset,Silver,57,5,8,71,55,1.29,1
VAL-05019,Sunset,Ascendant,45,6,8,70,49,1.43,1
VAL-05020,Ascent,Gold,43,14,6,64,70,0.91,0
VAL-05021,Breeze,Silver,60,10,10,75,78,0.96,1
VAL-05022,Pearl,Diamond,41,14,7,67,59,1.14,1
VAL-05023,Haven,Platinum,45,11,8,53,66,0.8,1
VAL-05024,Pearl,Silver,49,13,7,54,62,0.87,0
VAL-05025,Pearl,Silver,58,19,6,80,53,1.51,1
VAL-05026,Bind,Platinum,62,11,4,68,55,1.24,1
VAL-05027,Pearl,Silver,46,17,8,62,61,1.02,1
VAL-05028,Ascent,Ascendant,39,12,1,62,68,0.91,0
VAL-05029,Icebox,Platinum,65,7,5,61,55,1.11,0
VAL-05030,Sunset,Gold,63,20,5,84,80,1.05,1
VAL-05031,Pearl,Gold,61,20,3,52,52,1.0,1
VAL-05032,Pearl,Gold,60,11,6,69,57,1.21,1
VAL-05033,Bind,Gold,50,13,8,72,64,1.12,1
VAL-05034,Lotus,Diamond,53,17,7,53,46,1.15,1
VAL-05035,Haven,Ascendant,56,11,5,52,53,0.98,0
VAL-05036,Lotus,Platinum,45,16,9,45,56,0.8,0
VAL-05037,Haven,Gold,60,9,8,50,63,0.79,0
VAL-05038,Pearl,Silver,56,19,4,68,78,0.87,0
VAL-05039,Bind,Platinum,53,13,5,59,61,0.97,0
VAL-05040,Split,Platinum,66,15,3,66,57,1.16,1
VAL-05041,Breeze,Platinum,54,17,6,68,64,1.06,0
VAL-05042,Sunset,Silver,63,15,5,60,65,0.92,1
VAL-05043,Icebox,Diamond,41,12,6,51,58,0.88,0
VAL-05044,Sunset,Gold,65,19,13,66,66,1.0,1
VAL-05045,Icebox,Platinum,62,15,2,35,63,0.56,1
VAL-05046,Lotus,Diamond,81,11,1,72,55,1.31,1
VAL-05047,Ascent,Platinum,74,6,11,38,57,0.67,0
VAL-05048,Pearl,Gold,66,12,9,48,66,0.73,0
VAL-05049,Split,Platinum,49,10,10,56,69,0.81,0
VAL-05050,Icebox,Silver,44,12,6,48,50,0.96,0
VAL-05051,Breeze,Diamond,46,9,9,42,68,0.62,0
VAL-05052,Icebox,Silver,61,14,7,61,65,0.94,1
VAL-05053,Ascent,Gold,71,10,10,55,54,1.02,1
VAL-05054,Sunset,Silver,40,18,10,55,75,0.73,0
VAL-05055,Bind,Diamond,45,14,10,58,73,0.79,0
VAL-05056,Sunset,Platinum,55,10,5,46,57,0.81,1
VAL-05057,Bind,Platinum,41,12,7,67,55,1.22,1
VAL-05058,Sunset,Platinum,50,14,4,51,57,0.89,0
VAL-05059,Breeze,Diamond,70,6,9,65,60,1.08,1
VAL-05060,Sunset,Silver,64,14,8,58,45,1.29,1
VAL-05061,Breeze,Platinum,65,5,2,58,53,1.09,0
VAL-05062,Breeze,Platinum,43,18,8,56,61,0.92,1
VAL-05063,Bind,Silver,34,11,8,69,71,0.97,0
VAL-05064,Lotus,Silver,50,16,9,71,52,1.37,1
VAL-05065,Haven,Gold,27,7,7,70,48,1.46,0
VAL-05066,Pearl,Silver,60,14,9,58,61,0.95,1
VAL-05067,Icebox,Gold,64,7,8,60,52,1.15,1
VAL-05068,Haven,Silver,46,11,4,52,65,0.8,0
VAL-05069,Ascent,Platinum,62,16,9,55,59,0.93,1
VAL-05070,Lotus,Silver,62,14,4,48,51,0.94,0
VAL-05071,Haven,Gold,42,14,4,54,60,0.9,1
VAL-05072,Bind,Ascendant,50,11,8,63,73,0.86,0
VAL-05073,Ascent,Gold,49,8,0,59,49,1.2,0
VAL-05074,Split,Gold,66,15,5,55,62,0.89,0
VAL-05075,Lotus,Platinum,64,8,6,69,54,1.28,1
VAL-05076,Haven,Silver,62,10,11,50,56,0.89,1
VAL-05077,Ascent,Silver,48,18,6,60,55,1.09,1
VAL-05078,Split,Silver,71,14,13,84,47,1.79,1
VAL-05079,Sunset,Ascendant,57,7,3,75,71,1.06,1
VAL-05080,Ascent,Platinum,61,12,8,55,69,0.8,0
VAL-05081,Bind,Diamond,76,11,9,72,42,1.71,0
VAL-05082,Sunset,Immortal,63,11,4,54,55,0.98,0
VAL-05083,Bind,Ascendant,54,11,7,64,57,1.12,1
VAL-05084,Haven,Platinum,49,17,7,78,73,1.07,0
